source	target	relation
HGNC:11765	HGNC:9872	1
HGNC:11765	HGNC:12735	1
HGNC:11765	HGNC:1516	1
HGNC:11765	HGNC:14073	1
HGNC:11765	HGNC:9842	1
HGNC:11765	HGNC:1602	1
HGNC:11765	HGNC:23494	1
HGNC:11765	HGNC:5173	1
HGNC:11766	HGNC:3942	-1
HGNC:11766	HGNC:7203	1
HGNC:11772	HGNC:15090	1
HGNC:11785	HGNC:12517	-1
HGNC:11785	HGNC:7553	1
HGNC:11785	HGNC:2484	1
HGNC:11785	HGNC:12716	1
HGNC:11785	HGNC:270	-1
HGNC:11785	HGNC:4410	1
HGNC:11785	HGNC:16051	1
HGNC:11785	HGNC:14131	1
HGNC:11785	HGNC:4635	1
HGNC:19075	HGNC:990	-1
HGNC:11822	HGNC:6913	-1
HGNC:11822	HGNC:6004	1
HGNC:11892	UMLS:C0039685	1
HGNC:11892	HGNC:4880	1
HGNC:11892	HGNC:1590	1
HGNC:11892	HGNC:14842	1
HGNC:11892	HGNC:2859140	1
HGNC:11892	HGNC:12538	1
HGNC:11892	HGNC:5438	1
HGNC:11892	HGNC:10588	1
HGNC:11892	HGNC:5980	1
HGNC:11896	HGNC:27301	-1
HGNC:11896	HGNC:10019	1
HGNC:11925	HGNC:10621	1
HGNC:11929	HGNC:15220	1
HGNC:11929	HGNC:9865	1
HGNC:11998	UMLS:C0268186	1
HGNC:11998	HGNC:1634	1
HGNC:11998	HGNC:1578	1
HGNC:11998	HGNC:1787	1
HGNC:11998	HGNC:8296	1
HGNC:11998	HGNC:12437	1
HGNC:11998	HGNC:1954	1
HGNC:11998	HGNC:14131	1
HGNC:11998	HGNC:3223	1
HGNC:11998	HGNC:7553	1
HGNC:11998	HGNC:26273	1
HGNC:11998	HGNC:9612	-1
HGNC:11998	HGNC:11128	1
HGNC:11998	HGNC:3690	1
HGNC:11998	HGNC:8185	1
HGNC:11998	HGNC:2911	1
HGNC:11998	HGNC:10021	1
HGNC:11998	UMLS:C2931832	1
HGNC:11998	HGNC:11366	-1
HGNC:12003	HGNC:15225	1
HGNC:1343	HGNC:21014	1
HGNC:1343	HGNC:1241	1
HGNC:12338	HGNC:9596	1
HGNC:12680	UMLS:C0002895	1
HGNC:12680	HGNC:17809	1
HGNC:12680	HGNC:3767	1
HGNC:12680	HGNC:1954	1
HGNC:12680	HGNC:28349	1
HGNC:12680	HGNC:1712	1
HGNC:12680	HGNC:6009	1
HGNC:12680	HGNC:8109	1
HGNC:12680	HGNC:4410	1
HGNC:12680	HGNC:705	1
HGNC:12680	HGNC:48357	1
HGNC:12680	HGNC:6342	1
HGNC:12680	UMLS:C0520459	1
HGNC:12680	HGNC:10434	1
HGNC:12680	HGNC:6030	1
HGNC:12680	HGNC:14487	1
HGNC:12680	HGNC:27396	1
HGNC:12680	HGNC:6139	1
HGNC:12680	HGNC:3084	1
HGNC:12680	HGNC:10299	1
HGNC:12680	HGNC:1725	1
HGNC:12783	HGNC:21700	1
HGNC:12783	HGNC:10251	1
HGNC:12783	UMLS:C2678485	1
HGNC:12783	HGNC:31275	1
HGNC:12783	HGNC:4382	1
HGNC:12783	HGNC:2468	1
HGNC:12783	HGNC:11111	1
HGNC:12783	HGNC:4392	1
HGNC:12783	HGNC:16973	1
HGNC:12783	HGNC:3690	1
HGNC:12783	HGNC:11768	1
HGNC:12783	HGNC:283	1
HGNC:39979	HGNC:6554	1
HGNC:52276	HGNC:6407	1
HGNC:52276	HGNC:4444	1
HGNC:52276	HGNC:12680	1
HGNC:52276	HGNC:8104	-1
HGNC:52276	HGNC:14287	-1
HGNC:52276	HGNC:6156	-1
HGNC:52276	HGNC:8976	-1
HGNC:52276	HGNC:4392	1
HGNC:52276	HGNC:12658	1
HGNC:52276	HGNC:8981	-1
HGNC:48354	UMLS:C3281160	-1
HGNC:48354	HGNC:4388	-1
HGNC:48354	HGNC:23212	-1
HGNC:48354	HGNC:29023	1
HGNC:4931	HGNC:11049	1
HGNC:4931	HGNC:7795	1
HGNC:4931	HGNC:124	1
HGNC:4931	HGNC:4403	1
HGNC:4931	HGNC:5297	1
HGNC:4931	HGNC:232	1
HGNC:4931	HGNC:8168	1
HGNC:4931	HGNC:16824	1
HGNC:4931	HGNC:7568	1
HGNC:4931	HGNC:9962	1
HGNC:4931	HGNC:4396	1
HGNC:4931	HGNC:19133	1
HGNC:4931	HGNC:15005	1
HGNC:4931	HGNC:8975	1
HGNC:4931	HGNC:11796	1
HGNC:4932	HGNC:9605	1
HGNC:4932	HGNC:11892	1
HGNC:4932	HGNC:4396	1
HGNC:4932	HGNC:2349	1
HGNC:4932	UMLS:C0268568	1
HGNC:4932	HGNC:10383	1
HGNC:4932	HGNC:6943	1
HGNC:4932	HGNC:18854	1
HGNC:4932	HGNC:7799	1
HGNC:4932	HGNC:4075	1
HGNC:4932	UMLS:C1868596	1
HGNC:4932	HGNC:8293	1
HGNC:4932	HGNC:6848	1
HGNC:4932	HGNC:9232	1
HGNC:4932	HGNC:9056	1
HGNC:4933	HGNC:29825	1
HGNC:4933	HGNC:6859	1
HGNC:4933	HGNC:17825	1
HGNC:4933	HGNC:3688	1
HGNC:4933	HGNC:3702	1
HGNC:4933	HGNC:1580	1
HGNC:4933	HGNC:6376	1
HGNC:4933	HGNC:6091	1
HGNC:4933	HGNC:5426	1
HGNC:4933	HGNC:1583	1
HGNC:4933	HGNC:2918	1
HGNC:4934	HGNC:5249	1
HGNC:4934	HGNC:11283	1
HGNC:4935	HGNC:15979	1
HGNC:4935	HGNC:4862	1
HGNC:4935	HGNC:1391	1
HGNC:4936	HGNC:794	1
HGNC:4936	HGNC:6407	1
HGNC:4937	HGNC:4045	1
HGNC:4937	UMLS:C3280094	1
HGNC:4938	HGNC:3221	1
HGNC:4938	HGNC:2594	1
HGNC:4940	HGNC:9723	1
HGNC:4940	HGNC:1952	1
HGNC:4942	HGNC:6126	1
HGNC:4942	HGNC:12485	1
HGNC:4943	HGNC:4038	1
HGNC:4943	UMLS:C0009447	1
HGNC:4944	HGNC:6845	1
HGNC:4944	HGNC:18782	1
HGNC:4947	HGNC:19685	1
HGNC:4947	HGNC:1393	1
HGNC:4948	HGNC:13718	1
HGNC:4948	HGNC:6138	1
HGNC:4951	HGNC:4066	1
HGNC:4951	HGNC:6021	1
HGNC:4952	HGNC:1346	1
HGNC:4952	HGNC:12705	1
HGNC:4953	HGNC:281	1
HGNC:4953	HGNC:30032	1
HGNC:4962	HGNC:1953	1
HGNC:4962	HGNC:19093	1
HGNC:4962	HGNC:3555	1
HGNC:4962	HGNC:14247	1
HGNC:4962	HGNC:10915	1
HGNC:4962	HGNC:6541	1
HGNC:4962	HGNC:4392	1
HGNC:4962	HGNC:30323	1
HGNC:4962	UMLS:C0010324	1
HGNC:4962	HGNC:15408	1
HGNC:4962	HGNC:4396	1
HGNC:4962	UMLS:C0017920	1
HGNC:4962	HGNC:2439	1
HGNC:4962	HGNC:9955	1
HGNC:4962	HGNC:808	1
HGNC:4963	HGNC:5971	1
HGNC:4963	HGNC:15963	1
HGNC:4963	HGNC:15087	1
HGNC:4963	HGNC:9593	1
HGNC:4963	HGNC:8867	1
HGNC:4963	HGNC:3467	1
HGNC:4963	HGNC:5209	1
HGNC:4963	HGNC:3688	1
HGNC:4963	HGNC:17066	1
HGNC:4963	HGNC:4396	1
HGNC:4963	HGNC:5292	1
HGNC:4963	HGNC:1625	1
HGNC:4963	HGNC:4324	1
HGNC:4963	HGNC:1461	1
HGNC:4963	HGNC:6024	1
HGNC:4964	HGNC:11050	1
HGNC:4964	HGNC:14131	1
HGNC:4964	HGNC:4706	1
HGNC:4964	HGNC:6876	1
HGNC:4964	HGNC:4092	1
HGNC:4964	HGNC:4172	1
HGNC:4964	HGNC:3326	1
HGNC:4964	HGNC:270	1
HGNC:4964	HGNC:6843	1
HGNC:4964	HGNC:8218	1
HGNC:4964	HGNC:9857	1
HGNC:4964	HGNC:10660	1
HGNC:4964	HGNC:281	1
HGNC:4964	HGNC:4410	1
HGNC:4964	HGNC:4388	-1
HGNC:31499	UMLS:C1858080	-1
HGNC:31499	HGNC:8972	-1
HGNC:31499	HGNC:2495	-1
HGNC:31499	HGNC:4412	-1
HGNC:31499	HGNC:6192	-1
HGNC:31500	HGNC:8030	-1
HGNC:31500	HGNC:14131	-1
HGNC:31500	HGNC:285	-1
HGNC:31500	HGNC:10251	-1
HGNC:31500	HGNC:8284	-1
HGNC:31488	HGNC:8816	-1
HGNC:31488	HGNC:3439	-1
HGNC:31488	HGNC:14901	-1
HGNC:31488	HGNC:14626	-1
HGNC:31489	HGNC:2388	-1
HGNC:31489	HGNC:9377	-1
HGNC:31489	HGNC:25504	-1
HGNC:31489	HGNC:805	-1
HGNC:31502	HGNC:15460	-1
HGNC:31503	HGNC:11070	-1
HGNC:31504	HGNC:6769	-1
HGNC:31510	HGNC:281	-1
HGNC:31510	HGNC:1368	-1
HGNC:31510	UMLS:C4310943	-1
HGNC:31511	HGNC:11364	-1
HGNC:31511	HGNC:5297	-1
HGNC:31511	HGNC:4706	-1
HGNC:31512	HGNC:4706	-1
HGNC:31512	HGNC:391	-1
HGNC:31512	HGNC:4617	-1
HGNC:31512	HGNC:4193	-1
HGNC:31512	HGNC:7330	-1
HGNC:31512	HGNC:21073	-1
HGNC:31512	HGNC:1780	-1
HGNC:31513	HGNC:11363	-1
HGNC:31513	HGNC:12525	-1
HGNC:31513	UMLS:C1833275	-1
HGNC:31513	HGNC:995	-1
HGNC:31513	HGNC:8975	-1
HGNC:31513	HGNC:11892	-1
HGNC:31513	HGNC:15359	-1
HGNC:31545	HGNC:6190	-1
HGNC:31545	UMLS:C1868682	-1
HGNC:31545	HGNC:7940	-1
HGNC:31545	HGNC:4405	-1
HGNC:31546	HGNC:1323	-1
HGNC:31546	HGNC:6871	-1
HGNC:31546	HGNC:4379	-1
HGNC:31546	HGNC:20566	-1
HGNC:31638	HGNC:11048	-1
HGNC:31638	HGNC:24667	-1
HGNC:31638	HGNC:30025	-1
HGNC:31638	HGNC:4407	-1
HGNC:31638	HGNC:1606	-1
HGNC:31638	HGNC:15431	-1
HGNC:31638	HGNC:3297	-1
HGNC:31639	HGNC:3374	-1
HGNC:31639	HGNC:5989	-1
HGNC:31639	HGNC:9759	-1
HGNC:31639	HGNC:17290	-1
HGNC:31639	HGNC:12485	-1
HGNC:31639	HGNC:1014	-1
HGNC:31639	UMLS:C1849096	-1
HGNC:31640	HGNC:663	-1
HGNC:31640	HGNC:4616	-1
HGNC:31640	HGNC:17376	-1
HGNC:31640	HGNC:11998	-1
HGNC:31640	HGNC:30379	-1
HGNC:31640	HGNC:9387	-1
HGNC:31640	HGNC:6012	-1
HGNC:31641	HGNC:3797	-1
HGNC:31642	HGNC:14131	-1
HGNC:31646	HGNC:9611	1
HGNC:53829	HGNC:9236	1
HGNC:53829	HGNC:646	1
HGNC:53829	HGNC:5433	1
HGNC:53829	HGNC:16476	1
HGNC:53829	HGNC:8775	1
HGNC:53829	HGNC:4410	1
HGNC:53829	HGNC:9538	1
HGNC:53829	HGNC:9046	1
HGNC:53829	HGNC:13013	1
HGNC:53829	HGNC:3023	-1
HGNC:53829	HGNC:10241	-1
HGNC:53829	HGNC:6017	-1
HGNC:7	HGNC:10386	-1
HGNC:71	HGNC:2212	1
HGNC:11320	HGNC:4037	1
HGNC:11320	HGNC:10831	1
HGNC:11320	HGNC:5182	1
HGNC:11320	UMLS:C3489796	1
HGNC:11320	HGNC:9382	1
HGNC:11320	HGNC:23416	1
HGNC:11320	HGNC:5973	1
HGNC:76	HGNC:38606	1
HGNC:76	HGNC:1608	1
HGNC:76	HGNC:1482	1
HGNC:76	HGNC:4040	1
HGNC:76	HGNC:6003	1
HGNC:76	HGNC:10479	1
HGNC:76	HGNC:17175	1
HGNC:76	HGNC:4388	1
HGNC:76	HGNC:3180	1
HGNC:77	HGNC:6010	1
HGNC:77	HGNC:11009	1
HGNC:77	HGNC:19620	-1
HGNC:2707	HGNC:10585	1
HGNC:132	HGNC:1503	1
HGNC:132	HGNC:5301	1
HGNC:132	HGNC:9446	1
HGNC:144	HGNC:4388	1
HGNC:144	HGNC:6875	1
HGNC:144	HGNC:11782	1
HGNC:171	HGNC:15373	-1
HGNC:171	HGNC:7956	-1
HGNC:171	HGNC:25568	-1
HGNC:171	HGNC:16404	-1
HGNC:171	HGNC:14101	-1
HGNC:171	HGNC:8396	-1
HGNC:171	HGNC:6091	1
HGNC:171	HGNC:4410	1
HGNC:171	HGNC:16712	1
HGNC:171	HGNC:8598	1
HGNC:171	HGNC:5417	1
HGNC:18123	HGNC:6125	1
HGNC:173	HGNC:1699	1
HGNC:173	HGNC:6204	1
HGNC:173	HGNC:16998	1
HGNC:173	HGNC:6872	1
HGNC:173	HGNC:333	1
HGNC:174	HGNC:2170	1
HGNC:174	HGNC:11724	1
HGNC:174	HGNC:21624	1
HGNC:174	HGNC:1610	1
HGNC:174	HGNC:1582	1
HGNC:188	HGNC:8354	1
HGNC:195	HGNC:4566	1
HGNC:232	HGNC:11131	1
HGNC:232	HGNC:3262	1
HGNC:233	HGNC:6131	1
HGNC:234	HGNC:14781	1
HGNC:234	HGNC:5978	1
HGNC:235	HGNC:4910	1
HGNC:235	HGNC:10258	1
HGNC:236	HGNC:9325	1
HGNC:236	HGNC:5178	1
HGNC:237	HGNC:8276	1
HGNC:238	HGNC:6024	1
HGNC:238	HGNC:7217	1
HGNC:239	HGNC:7994	1
HGNC:239	HGNC:9237	1
HGNC:240	HGNC:11257	1
HGNC:240	HGNC:11068	1
HGNC:241	HGNC:14703	1
HGNC:241	HGNC:17290	1
HGNC:241	HGNC:3467	1
HGNC:241	HGNC:3025	1
HGNC:241	HGNC:12488	1
HGNC:241	HGNC:6383	1
HGNC:241	HGNC:4044	1
HGNC:241	HGNC:24475	1
HGNC:241	HGNC:2676	1
HGNC:241	HGNC:9402	1
HGNC:241	HGNC:8974	1
HGNC:241	HGNC:5991	1
HGNC:241	HGNC:3804	1
HGNC:241	HGNC:1060	1
HGNC:241	HGNC:11364	1
HGNC:242	HGNC:9405	1
HGNC:242	HGNC:5173	1
HGNC:242	HGNC:6004	1
HGNC:242	HGNC:4388	1
HGNC:242	HGNC:6015	1
HGNC:242	HGNC:11909	1
HGNC:242	HGNC:6010	1
HGNC:242	HGNC:14131	1
HGNC:242	HGNC:2536	1
HGNC:242	HGNC:1389	1
HGNC:242	HGNC:8981	1
HGNC:242	HGNC:5289	1
HGNC:242	HGNC:5439	1
HGNC:242	HGNC:6875	1
HGNC:242	HGNC:3236	1
HGNC:242	HGNC:11048	1
HGNC:242	HGNC:8754	1
HGNC:242	HGNC:1625	1
HGNC:242	HGNC:2439	1
HGNC:242	HGNC:11255	1
HGNC:24040	HGNC:12485	1
HGNC:24040	HGNC:25671	1
HGNC:24040	UMLS:C2748536	1
HGNC:24040	HGNC:4410	1
HGNC:24040	HGNC:1960	1
HGNC:24040	HGNC:18163	1
HGNC:24040	HGNC:5013	1
HGNC:24040	HGNC:21354	1
HGNC:24041	HGNC:5173	1
HGNC:24041	HGNC:3679	1
HGNC:24041	UMLS:C2677535	1
HGNC:24041	HGNC:3535	1
HGNC:24041	HGNC:3585	1
HGNC:24041	UMLS:C0795953	1
HGNC:24041	HGNC:5960	1
HGNC:24041	HGNC:10447	1
HGNC:259	HGNC:7097	1
HGNC:259	HGNC:13138	1
HGNC:259	HGNC:3214	1
HGNC:259	HGNC:280	1
HGNC:259	HGNC:19353	1
HGNC:262	HGNC:9385	1
HGNC:262	HGNC:646	1
HGNC:263	HGNC:6480	1
HGNC:263	HGNC:9758	1
HGNC:263	HGNC:3386	1
HGNC:264	HGNC:4381	1
HGNC:264	HGNC:11366	1
HGNC:264	HGNC:4852	1
HGNC:268	HGNC:4388	1
HGNC:268	HGNC:123	1
HGNC:277	HGNC:10593	1
HGNC:277	HGNC:4540	1
HGNC:277	HGNC:7696	1
HGNC:277	UMLS:C1970712	1
HGNC:277	HGNC:6880	1
HGNC:277	HGNC:4047	1
HGNC:277	HGNC:16743	1
HGNC:277	HGNC:3236	1
HGNC:277	HGNC:9401	1
HGNC:277	HGNC:9848	1
HGNC:277	HGNC:393	1
HGNC:277	HGNC:3386	1
HGNC:277	HGNC:6847	1
HGNC:278	HGNC:281	1
HGNC:278	HGNC:2558	1
HGNC:278	HGNC:4388	1
HGNC:278	HGNC:10593	1
HGNC:278	HGNC:4597	1
HGNC:278	HGNC:4095	1
HGNC:280	HGNC:14131	1
HGNC:280	HGNC:1602	1
HGNC:280	HGNC:6030	1
HGNC:280	HGNC:9437	1
HGNC:280	HGNC:6278	1
HGNC:280	HGNC:12030	1
HGNC:280	HGNC:4410	1
HGNC:281	HGNC:7717	1
HGNC:281	HGNC:30123	1
HGNC:281	HGNC:1440	1
HGNC:281	UMLS:C0017495	1
HGNC:281	HGNC:990	1
HGNC:282	HGNC:8816	1
HGNC:282	HGNC:11810	1
HGNC:282	HGNC:9379	1
HGNC:282	UMLS:C0003886	1
HGNC:282	HGNC:3271	1
HGNC:283	HGNC:1484	1
HGNC:283	HGNC:1402	1
HGNC:283	HGNC:14131	1
HGNC:283	HGNC:25523	1
HGNC:283	HGNC:8246	1
HGNC:285	HGNC:6190	1
HGNC:285	HGNC:11365	1
HGNC:285	HGNC:8729	1
HGNC:285	HGNC:1951	1
HGNC:285	HGNC:6025	1
HGNC:286	HGNC:9806	1
HGNC:286	HGNC:8873	1
HGNC:286	HGNC:6881	1
HGNC:286	HGNC:28337	1
HGNC:288	HGNC:8086	1
HGNC:288	HGNC:7029	1
HGNC:288	HGNC:8976	1
HGNC:288	HGNC:1436	1
HGNC:288	HGNC:6010	1
HGNC:7137	HGNC:1579	1
HGNC:7137	HGNC:6003	1
HGNC:7137	HGNC:10434	1
HGNC:16921	HGNC:9449	1
HGNC:16921	UMLS:C0002874	1
HGNC:16921	HGNC:3363	1
HGNC:16921	HGNC:15460	1
HGNC:16921	HGNC:1527	1
HGNC:16921	HGNC:17846	1
HGNC:333	HGNC:5967	1
HGNC:333	UMLS:C1865290	1
HGNC:333	HGNC:6554	1
HGNC:333	HGNC:6886	1
HGNC:333	HGNC:4388	1
HGNC:333	HGNC:590	1
HGNC:333	HGNC:6004	1
HGNC:333	HGNC:16262	1
HGNC:333	HGNC:3691	1
HGNC:333	HGNC:5465	1
HGNC:333	HGNC:4396	1
HGNC:333	HGNC:12681	1
HGNC:333	UMLS:C1861065	1
HGNC:333	HGNC:9066	1
HGNC:333	HGNC:9387	1
HGNC:333	HGNC:3354	1
HGNC:333	HGNC:6292	1
HGNC:333	HGNC:8221	1
HGNC:333	HGNC:9605	1
HGNC:333	HGNC:4408	1
HGNC:333	HGNC:16051	1
HGNC:333	UMLS:C1858338	1
HGNC:333	HGNC:30034	1
HGNC:333	HGNC:16627	1
HGNC:333	HGNC:31249	1
HGNC:333	HGNC:11990	1
HGNC:333	HGNC:11458	1
HGNC:333	HGNC:6016	1
HGNC:336	HGNC:8803	1
HGNC:336	HGNC:1726	1
HGNC:336	UMLS:C4310662	1
HGNC:336	HGNC:17271	1
HGNC:336	HGNC:795	1
HGNC:336	HGNC:393	1
HGNC:336	HGNC:9803	1
HGNC:336	HGNC:4047	1
HGNC:336	HGNC:8981	1
HGNC:336	HGNC:12680	1
HGNC:336	HGNC:11363	1
HGNC:336	UMLS:C2749862	1
HGNC:336	UMLS:C1858160	1
HGNC:336	HGNC:32949	1
HGNC:338	HGNC:5992	1
HGNC:348	HGNC:9378	1
HGNC:348	UMLS:C1865832	1
HGNC:348	HGNC:11724	1
HGNC:348	HGNC:8529	1
HGNC:348	HGNC:4083	-1
HGNC:20250	HGNC:28349	1
HGNC:371	UMLS:C4225317	1
HGNC:391	HGNC:2349	1
HGNC:391	HGNC:533	1
HGNC:391	HGNC:4396	1
HGNC:391	HGNC:13771	1
HGNC:391	HGNC:9236	1
HGNC:391	HGNC:4963	1
HGNC:391	HGNC:8977	-1
HGNC:391	HGNC:285	1
HGNC:391	HGNC:6881	1
HGNC:391	HGNC:13963	1
HGNC:391	HGNC:235	1
HGNC:391	HGNC:5965	1
HGNC:391	HGNC:6190	1
HGNC:391	HGNC:10619	1
HGNC:391	HGNC:6293	1
HGNC:391	HGNC:8178	1
HGNC:391	HGNC:9386	1
HGNC:391	HGNC:14701	1
HGNC:391	HGNC:4380	1
HGNC:391	HGNC:30599	1
HGNC:391	HGNC:1681	1
HGNC:391	HGNC:15104	1
HGNC:391	HGNC:3551	-1
HGNC:391	HGNC:15111	-1
HGNC:391	HGNC:25226	1
HGNC:391	HGNC:5978	1
HGNC:391	HGNC:6284	1
HGNC:391	HGNC:7583	1
HGNC:391	UMLS:C0079299	1
HGNC:391	HGNC:1667	1
HGNC:391	HGNC:17809	1
HGNC:391	HGNC:4604	1
HGNC:391	HGNC:15041	1
HGNC:391	HGNC:1577	1
HGNC:391	HGNC:15169	1
HGNC:391	HGNC:12782	1
HGNC:391	HGNC:11139	1
HGNC:391	HGNC:4043	1
HGNC:391	HGNC:5286	1
HGNC:391	HGNC:6176	1
HGNC:391	HGNC:12485	1
HGNC:391	HGNC:6876	1
HGNC:391	HGNC:6120	-1
HGNC:391	HGNC:1725	1
HGNC:391	HGNC:5991	1
HGNC:391	HGNC:11070	-1
HGNC:28426	HGNC:6888	-1
HGNC:28426	HGNC:10768	-1
HGNC:28426	HGNC:1404	1
HGNC:28426	HGNC:51829	1
HGNC:28426	HGNC:3682	-1
HGNC:28426	HGNC:14388	1
HGNC:28426	HGNC:6024	1
HGNC:28426	HGNC:6873	-1
HGNC:28426	HGNC:667	-1
HGNC:28426	HGNC:4474	1
HGNC:392	HGNC:8995	1
HGNC:392	HGNC:12780	1
HGNC:392	HGNC:11366	1
HGNC:392	HGNC:3690	1
HGNC:392	HGNC:8803	1
HGNC:392	HGNC:6278	1
HGNC:392	HGNC:7967	1
HGNC:392	HGNC:9037	1
HGNC:392	HGNC:19573	1
HGNC:392	HGNC:24969	1
HGNC:392	HGNC:20493	-1
HGNC:392	HGNC:2447	-1
HGNC:392	HGNC:1952	1
HGNC:392	HGNC:7809	1
HGNC:392	HGNC:593	1
HGNC:392	HGNC:9077	1
HGNC:392	HGNC:5975	1
HGNC:392	UMLS:C1970253	1
HGNC:392	HGNC:3014	1
HGNC:392	HGNC:8064	1
HGNC:392	HGNC:15906	1
HGNC:392	HGNC:14281	1
HGNC:392	HGNC:25695	1
HGNC:392	HGNC:5042	1
HGNC:392	HGNC:11753	1
HGNC:392	HGNC:4075	1
HGNC:392	UMLS:C4015156	1
HGNC:392	HGNC:11009	-1
HGNC:392	HGNC:4396	-1
HGNC:392	HGNC:9605	1
HGNC:392	HGNC:1405	1
HGNC:392	HGNC:6886	1
HGNC:392	HGNC:667	1
HGNC:392	HGNC:4183	1
HGNC:392	HGNC:8804	1
HGNC:392	HGNC:286	-1
HGNC:392	UMLS:C2750536	-1
HGNC:392	HGNC:1464	1
HGNC:392	HGNC:2209	-1
HGNC:392	HGNC:2348	1
HGNC:392	HGNC:10360	1
HGNC:392	HGNC:6842	1
HGNC:392	HGNC:5286	1
HGNC:392	HGNC:3796	1
HGNC:392	HGNC:14131	1
HGNC:392	HGNC:20766	1
HGNC:392	HGNC:6143	1
HGNC:392	HGNC:9829	1
HGNC:392	HGNC:1390	1
HGNC:392	HGNC:1043	1
HGNC:392	HGNC:8978	1
HGNC:392	HGNC:1391	1
HGNC:392	HGNC:6342	-1
HGNC:392	UMLS:C1832940	-1
HGNC:392	UMLS:C0410189	1
HGNC:392	HGNC:3288	1
HGNC:392	HGNC:994	1
HGNC:392	UMLS:C3280587	1
HGNC:393	HGNC:3023	1
HGNC:393	HGNC:1593	1
HGNC:393	HGNC:18235	1
HGNC:393	HGNC:4380	1
HGNC:393	HGNC:8977	1
HGNC:393	HGNC:6642	1
HGNC:393	HGNC:4390	1
HGNC:393	HGNC:9030	1
HGNC:393	HGNC:1675	1
HGNC:393	HGNC:2623	-1
HGNC:393	HGNC:23442	1
HGNC:393	UMLS:C3711381	1
HGNC:393	HGNC:4693	1
HGNC:393	HGNC:14388	1
HGNC:393	HGNC:8487	1
HGNC:393	HGNC:25990	1
HGNC:393	HGNC:1907	1
HGNC:393	HGNC:5465	1
HGNC:393	HGNC:9413	1
HGNC:393	HGNC:6889	1
HGNC:393	UMLS:C1859062	1
HGNC:393	HGNC:6287	1
HGNC:393	HGNC:7976	1
HGNC:393	HGNC:5289	1
HGNC:393	HGNC:12774	1
HGNC:393	HGNC:5967	1
HGNC:393	HGNC:15162	-1
HGNC:393	HGNC:11366	1
HGNC:393	HGNC:6875	1
HGNC:393	HGNC:16267	1
HGNC:393	HGNC:6081	1
HGNC:393	HGNC:4412	1
HGNC:393	HGNC:16051	1
HGNC:393	HGNC:6163	-1
HGNC:393	HGNC:933	1
HGNC:393	HGNC:25000	1
HGNC:393	HGNC:8032	-1
HGNC:393	HGNC:19989	-1
HGNC:393	HGNC:708	1
HGNC:393	HGNC:3467	1
HGNC:393	HGNC:7939	1
HGNC:393	HGNC:11151	1
HGNC:393	HGNC:11119	1
HGNC:393	UMLS:C0017638	1
HGNC:393	HGNC:8484	1
HGNC:393	HGNC:4025	1
HGNC:393	UMLS:C1855008	1
HGNC:393	UMLS:C4225237	1
HGNC:393	HGNC:15607	1
HGNC:393	HGNC:4046	1
HGNC:393	HGNC:20202	1
HGNC:393	HGNC:11330	1
HGNC:393	HGNC:8266	-1
HGNC:393	HGNC:9604	-1
HGNC:393	HGNC:30022	1
HGNC:393	HGNC:6877	1
HGNC:393	HGNC:14708	1
HGNC:393	HGNC:8978	1
HGNC:393	HGNC:27934	1
HGNC:427	HGNC:9385	1
HGNC:427	HGNC:17635	1
HGNC:427	HGNC:1509	1
HGNC:427	HGNC:6027	1
HGNC:427	HGNC:7217	1
HGNC:427	HGNC:9726	1
HGNC:427	HGNC:19747	1
HGNC:427	HGNC:15230	1
HGNC:427	HGNC:1725	1
HGNC:427	UMLS:C0035334	1
HGNC:443	HGNC:2602	1
HGNC:25990	UMLS:C0011581	1
HGNC:25990	HGNC:9446	1
HGNC:25990	HGNC:4040	-1
HGNC:17811	HGNC:17158	-1
HGNC:17812	HGNC:4844	-1
HGNC:19988	HGNC:12780	-1
HGNC:19988	HGNC:4388	-1
HGNC:19988	HGNC:5975	-1
HGNC:24077	UMLS:C0020459	-1
HGNC:24077	HGNC:3266	-1
HGNC:24077	HGNC:9387	-1
HGNC:14452	HGNC:285	-1
HGNC:14452	HGNC:11443	-1
HGNC:14452	HGNC:10923	-1
HGNC:19989	HGNC:14131	-1
HGNC:19989	HGNC:10632	-1
HGNC:19989	HGNC:18365	-1
HGNC:19990	HGNC:16286	-1
HGNC:19990	HGNC:8154	-1
HGNC:19990	HGNC:8864	-1
HGNC:15713	HGNC:283	-1
HGNC:15713	HGNC:6872	-1
HGNC:15713	HGNC:10409	-1
HGNC:17380	UMLS:C0012236	-1
HGNC:17380	HGNC:1060	1
HGNC:484	HGNC:9723	1
HGNC:484	HGNC:6017	1
HGNC:484	HGNC:3821	1
HGNC:484	HGNC:6407	1
HGNC:484	HGNC:3236	1
HGNC:484	UMLS:C3150705	1
HGNC:484	HGNC:392	1
HGNC:484	HGNC:8981	1
HGNC:484	HGNC:9802	1
HGNC:484	HGNC:4641	1
HGNC:484	HGNC:8725	1
HGNC:484	HGNC:15213	1
HGNC:484	HGNC:3321	1
HGNC:484	HGNC:11892	1
HGNC:484	HGNC:9221	1
HGNC:484	UMLS:C1852093	1
HGNC:484	HGNC:4396	1
HGNC:484	HGNC:3707640	1
HGNC:484	HGNC:12659	1
HGNC:484	HGNC:6005	1
HGNC:484	HGNC:3796	1
HGNC:484	HGNC:9052	1
HGNC:484	HGNC:4410	1
